# ['T_xacc', 'T_yacc', 'T_zacc', 'T_xgyro', 'T_ygyro', 'T_zgyro', 'T_xmag', 'T_ymag', 'T_zmag', 'RA_xacc', 'RA_yacc', 'RA_zacc', 'RA_xgyro', 'RA_ygyro', 'RA_zgyro', 'RA_xmag', 'RA_ymag', 'RA_zmag', 'LA_xacc', 'LA_yacc', 'LA_zacc', 'LA_xgyro', 'LA_ygyro', 'LA_zgyro', 'LA_xmag', 'LA_ymag', 'LA_zmag', 'RL_xacc', 'RL_yacc', 'RL_zacc', 'RL_xgyro', 'RL_ygyro', 'RL_zgyro', 'RL_xmag', 'RL_ymag', 'RL_zmag', 'LL_xacc', 'LL_yacc', 'LL_zacc', 'LL_xgyro', 'LL_ygyro', 'LL_zgyro', 'LL_xmag', 'LL_ymag', 'LL_zmag', 'var_T_xacc', 'var_T_yacc', 'var_T_zacc', 'var_T_xgyro', 'var_T_ygyro', 'var_T_zgyro', 'var_T_xmag', 'var_T_ymag', 'var_T_zmag', 'var_RA_xacc', 'var_RA_yacc', 'var_RA_zacc', 'var_RA_xgyro', 'var_RA_ygyro', 'var_RA_zgyro', 'var_RA_xmag', 'var_RA_ymag', 'var_RA_zmag', 'var_LA_xacc', 'var_LA_yacc', 'var_LA_zacc', 'var_LA_xgyro', 'var_LA_ygyro', 'var_LA_zgyro', 'var_LA_xmag', 'var_LA_ymag', 'var_LA_zmag', 'var_RL_xacc', 'var_RL_yacc', 'var_RL_zacc', 'var_RL_xgyro', 'var_RL_ygyro', 'var_RL_zgyro', 'var_RL_xmag', 'var_RL_ymag', 'var_RL_zmag', 'var_LL_xacc', 'var_LL_yacc', 'var_LL_zacc', 'var_LL_xgyro', 'var_LL_ygyro', 'var_LL_zgyro', 'var_LL_xmag', 'var_LL_ymag', 'var_LL_zmag', 'person_index']
9.718842741935478813e+00,-5.400231451612903522e-01,3.416355080645163689e-01,1.876057258064516703e-02,3.340485806451613804e-02,5.059310967741935394e-02,-5.982037096774194262e-01,-5.701949999999998964e-01,1.925526451612903367e-01,8.955707258064519394e+00,3.555691935483869415e+00,1.551111690322581671e+00,-2.886201612903215290e-03,3.144249999999999129e-02,-1.661796048387096866e-02,-4.953877419354836831e-01,-3.133531451612903140e-01,5.665932258064515503e-01,9.614789516129029323e+00,-1.076801370967741978e+00,1.860105322580644316e+00,-6.934621048387096254e-02,1.239478064516128658e-02,-4.016032258064499566e-03,-5.948733870967741755e-01,-5.418954838709674204e-01,-1.809643951612905088e-01,-9.951041935483873502e+00,6.192698145161290579e-01,4.456792887096774902e-01,8.023495161290319921e-02,5.562730483870968051e-02,-4.471123387096773150e-02,5.885017741935486546e-01,2.965014516129033106e-01,-4.615853225806453297e-01,-9.548912903225806659e+00,-1.477984048387097182e+00,-2.325495870967741574e+00,-1.265545967741936798e-03,-4.552487903225806154e-02,-1.443643548387096333e-02,3.948827419354838941e-01,-3.035801612903225033e-01,5.998300806451610789e-01,5.690199552931191285e+00,1.785384902290527931e+00,6.564120821227661384e-01,1.492906559782448128e-01,2.933520663711663284e-02,7.917398247231506592e-02,1.458145574947970844e-03,3.275890178225806127e-03,2.627284839003122749e-03,5.962283972447322000e+00,8.791043141285123097e-01,6.855435996134217058e-01,1.457772735871448178e-01,6.293719050549194394e-02,7.585198733688544581e-02,2.014017596514047683e-03,4.357371132849896522e-03,1.906773344432882234e-03,7.258708978680410873e+00,6.551835729279588127e-01,9.561443226071543178e-01,2.363757966155557722e-01,7.622710122465381488e-02,1.250087872745473394e-01,1.348989117559832836e-03,1.026818515088449846e-03,3.724482638642236196e-03,1.027293679695109319e+01,7.337912326787617623e+00,4.756496922624532608e+00,1.050504834096432694e+00,1.120380240341848077e-01,3.636438354377597437e-01,4.824256371748180381e-04,3.391600531763789943e-03,1.322953705541103165e-03,9.578984369349637262e+00,8.549923434506565556e+00,3.664731393880386712e+00,2.635115517197041957e-01,1.341772432804287929e-01,4.239946894488262341e-01,7.046502974739850093e-03,2.548780717715921473e-03,2.321031668541884054e-03,6.000000000000000000e+00
9.715714516129024148e+00,-6.348414354838709528e-01,5.045963870967740128e-01,-5.348088306451614232e-02,2.706975806451614175e-03,-5.772290161290320049e-02,-5.202332258064515935e-01,-4.467716935483869722e-01,1.858100403225806385e-01,9.005812903225805854e+00,3.579056451612903089e+00,1.213078572580644998e+00,2.211419354838707087e-03,-1.485171854838710295e-02,-2.857841451612904218e-02,-4.460609677419355990e-01,-2.035490322580645328e-01,4.186047580645161359e-01,9.521481451612903157e+00,-8.228550806451613298e-01,1.799564274193547142e+00,1.670556935483871047e-02,-2.348532258064514600e-03,-3.154272419354838680e-02,-5.484809677419354434e-01,-4.279054838709678288e-01,-1.063601774193548427e-01,-1.003941532258064484e+01,5.394488387096775250e-01,3.380415241935482706e-01,-2.945296048387098867e-02,4.243231451612902716e-02,4.070474758064515641e-02,5.589701612903222872e-01,2.798720967741935017e-01,-3.120915322580645190e-01,-9.522831451612900011e+00,-1.340683104838709783e+00,-2.507229516129031666e+00,3.084104838709677068e-02,4.423661290322581513e-02,2.180922822580643600e-02,3.973129838709680284e-01,-2.647527419354838707e-01,4.095895967741935428e-01,5.864710301079602672e+00,1.970235204235085025e+00,6.023549963700434162e-01,1.208629861776173015e-01,3.675538499013651650e-02,6.592889351197452064e-02,1.660343349271592222e-03,4.093241538260925481e-03,2.271618349925794492e-03,6.635329028381891980e+00,1.085946753103537388e+00,9.417888435801315961e-01,1.401344761383402915e-01,1.166161439542208744e-01,1.593106108443343716e-01,7.009287571279918883e-04,5.828490134515086976e-03,2.952555687844693032e-03,6.252653797801120739e+00,1.004380194632460865e+00,7.982024977147956779e-01,1.974263744151174838e-01,6.283283284892640652e-02,1.217301351791467839e-01,4.436878232570237051e-04,1.617165690894901238e-03,3.036898083629813692e-03,8.643335002426510982e+00,9.171290211232378198e+00,3.178922188329782017e+00,8.935923869953487086e-01,1.563220525159897956e-01,4.900806742970354457e-01,9.179438886836631742e-04,2.671719455280958250e-03,3.018672422652185407e-03,8.716944659736604706e+00,1.219091485530538144e+01,5.087853826150698922e+00,6.820158810782236403e-01,1.226491044853985357e-01,5.454481008163677425e-01,3.339938337064254741e-03,3.874245916675340354e-03,3.822741265159990045e-03,6.000000000000000000e+00
9.655345161290323830e+00,-6.114626532258063962e-01,1.659259032258064981e-01,4.582921774193545600e-02,1.794239838709681123e-02,7.407634677419357161e-02,-4.855412096774192610e-01,-3.755865322580645427e-01,2.117923387096774523e-01,8.970364516129038179e+00,3.347300806451613209e+00,1.419812669354838297e+00,4.765241935483871538e-02,2.317566935483872034e-02,3.407443629032257115e-02,-4.407263709677420316e-01,-1.072624112903225735e-01,3.808158870967744414e-01,9.726949193548387385e+00,-1.082504185483871062e+00,1.531075241935484499e+00,-4.569229032258065315e-02,-1.817048725806451326e-02,9.142258064516137553e-03,-5.043881451612903799e-01,-3.560729838709679185e-01,-7.366877338709679202e-02,-9.839716129032261449e+00,6.174386370967741566e-01,2.907142419354839524e-01,6.389809314516126104e-02,2.925113258064515956e-02,-9.970060483870971102e-02,5.079829838709679635e-01,2.337041129032258746e-01,-2.638787903225807141e-01,-9.483646774193546847e+00,-1.454013379032258468e+00,-2.379212629032258164e+00,3.566595161290147457e-04,-6.860897580645163030e-02,-5.899884677419350854e-02,3.765999193548386637e-01,-2.532287903225806103e-01,3.786649999999999183e-01,5.811571783121745938e+00,2.039526277859967873e+00,7.035004881869748594e-01,1.433181877904928792e-01,4.169920578955709639e-02,7.786399165976140568e-02,5.785790428915194017e-04,1.789358085555411071e-03,1.394227105014308066e-03,7.148664636805412975e+00,8.565124326606395888e-01,9.949816388343504237e-01,1.468701208897919275e-01,7.341471928380197132e-02,1.312763252283855320e-01,1.310856908604319821e-03,2.397894710742130755e-03,6.387914403420916643e-04,7.746114788950962726e+00,1.548281858811909162e+00,1.387344692853668127e+00,2.220515650887060211e-01,1.037299010243804553e-01,1.560254190021592158e-01,6.288531247853794762e-04,4.839541193223206687e-04,1.495931956437437319e-03,9.657308933610822876e+00,8.116977135725893078e+00,4.091324725005055285e+00,8.107244712559992239e-01,1.164158773227791377e-01,3.415319919332873155e-01,3.494407967416755800e-04,2.519458782277576511e-03,6.046657122463579195e-04,1.061159957523153174e+01,1.035537631871940079e+01,5.020740963483394381e+00,4.525451763593426047e-01,2.002353189474268269e-01,4.451778780704363503e-01,3.425513507251559588e-03,2.677614709020552809e-03,5.147206798387097193e-04,6.000000000000000000e+00
9.727211290322580695e+00,-8.743773225806451554e-01,5.098013225806451443e-01,-5.215845161290320886e-02,4.976228225806451216e-02,-5.358062096774193067e-02,-4.641048387096775030e-01,-3.909976612903224846e-01,1.183406209677418941e-01,9.048870161290320624e+00,3.482115322580644712e+00,1.340358225806451919e+00,-2.296701612903225952e-03,-2.254044193548386185e-02,-1.779353225806452540e-02,-3.755856451612901714e-01,-1.416426451612902981e-01,3.831813709677418522e-01,9.647033870967741009e+00,-9.362373306451610144e-01,1.595923572580644656e+00,1.308671774193547604e-02,1.232992983870966758e-02,-1.223040887096774401e-02,-4.752341935483873070e-01,-3.330882258064515322e-01,-1.289198951612903210e-01,-1.005250241935483579e+01,8.017765806451613297e-01,3.537000645161292312e-01,-4.990649193548389595e-02,-2.776354838709678419e-02,7.087057258064516363e-02,4.898194354838709130e-01,1.979600806451612405e-01,-2.552694354838710433e-01,-9.579857258064517822e+00,-1.515527064516128730e+00,-2.419269516129032738e+00,-4.430045161290320499e-02,7.149568548387097433e-02,-1.747727419354839010e-02,3.416628225806452313e-01,-2.380801612903225839e-01,3.678768548387096882e-01,4.876564130517686557e+00,1.510046258704637490e+00,5.947279876333311233e-01,9.637194189219924767e-02,4.313304250552513902e-02,5.434041657234828931e-02,6.447894120707599970e-04,1.390832855014308101e-03,1.428918387235367194e-03,5.555202484674165220e+00,8.048434527490894164e-01,6.825006017512391665e-01,8.852449669916093167e-02,4.113365819567758180e-02,1.047667366549264040e-01,5.186530665192504988e-04,1.813729804970863656e-03,3.307104811849636292e-04,5.562384023530179356e+00,1.723753702628043616e+00,7.163386866532769348e-01,1.819163705168154732e-01,4.396149060185224750e-02,8.569369905628515527e-02,3.486076195109260299e-04,2.514571242715920554e-04,1.329763620577718419e-03,1.087778814588123666e+01,6.899934488231339813e+00,5.802136568452301191e+00,1.051700498758072477e+00,1.597910313017315287e-01,3.238466056028575513e-01,1.093237795200312440e-04,1.689110608864465100e-03,7.398826682297084123e-04,8.081076813415064564e+00,8.529710260853176962e+00,4.962268998809443943e+00,5.794491759837478995e-01,1.325376899630703875e-01,4.473534719127634784e-01,2.804869825097555582e-03,2.054588975780436474e-03,5.187229151079605438e-04,6.000000000000000000e+00
9.733195967741934851e+00,-6.528035241935485899e-01,4.229038790322582342e-01,4.390001935483869855e-02,1.010245161290321096e-02,2.782212741935483416e-02,-5.277066129032257358e-01,-3.831989516129032380e-01,1.597778387096773778e-01,9.110642741935482292e+00,3.642237903225806317e+00,1.560842983870967871e+00,1.211912903225806186e-02,6.302123387096771924e-03,-1.698732524193548657e-02,-4.912287096774191064e-01,-1.687401774193549309e-01,3.907479032258066032e-01,9.539138709677420280e+00,-1.150878951612902545e+00,1.841472419354839074e+00,7.174590967741930649e-03,-5.231693548387098686e-03,1.157584677419354856e-02,-5.309304032258064243e-01,-3.911170161290321579e-01,-1.242309596774193586e-01,-9.962433870967741356e+00,9.702129435483871633e-01,2.816019193548388033e-01,6.490443387096776762e-02,4.407060080645159444e-02,-3.582023387096770761e-02,5.497951612903224650e-01,2.418374999999999830e-01,-3.304317741935483554e-01,-9.455287096774194211e+00,-1.671967403225805837e+00,-2.354869620967741106e+00,2.169904032258065593e-02,-5.735751612903225438e-02,-3.873370967741938346e-03,4.303190322580644489e-01,-2.964158064516130842e-01,4.367524193548386613e-01,4.958156188290190336e+00,1.307050019535330065e+00,6.040909010608804808e-01,1.122507476741879950e-01,3.787114411021538091e-02,4.456985613139697461e-02,1.106194662721124303e-03,1.209812436804110674e-03,1.368220889361082679e-03,5.829920271963453082e+00,6.620707252568939216e-01,6.798778322838383570e-01,9.006652850425754531e-02,4.013643792305161134e-02,6.228782771897140719e-02,1.533429362851196787e-03,2.145321215807232708e-03,4.345318246357961081e-04,5.774730646404785617e+00,4.456905343142232856e-01,1.051947434703824236e+00,1.203617725091516710e-01,4.961803973763189574e-02,7.768340540151678908e-02,8.845451716116026772e-04,6.549491128707075113e-04,1.364291364603212537e-03,9.503436587562434923e+00,8.533903130479439270e+00,3.531112863011074854e+00,7.796724831145506185e-01,1.234090622745684651e-01,4.383713895934858162e-01,7.844712185223724158e-04,2.254252921975808191e-03,9.728011145941726102e-04,7.494872434349637125e+00,7.264411073468533431e+00,4.070187157751702145e+00,4.587190822941356050e-01,1.558897620842981946e-01,4.392336398602009195e-01,3.713376142611860258e-03,2.414334535639958788e-03,2.105923147372529541e-03,6.000000000000000000e+00
9.673669354838708045e+00,-8.369886177419352258e-01,7.305681935483873124e-01,-7.663246048387095666e-02,3.659205967741935989e-02,-3.425350806451614438e-02,-5.968583870967740790e-01,-4.121585483870968125e-01,1.596762177419354944e-01,9.066836290322578762e+00,3.701060483870967310e+00,1.428266370967741894e+00,-4.623513467741936778e-02,-1.595582903225805163e-02,-4.547517661290322033e-02,-5.550594354838708222e-01,-2.410208870967741890e-01,4.151895967741933147e-01,9.556242741935482954e+00,-1.040864612903225517e+00,1.820229032258064761e+00,-5.284780645161291784e-02,2.629605322580645319e-02,-1.439023387096773597e-02,-5.824390322580644819e-01,-4.216643548387095097e-01,-1.400868870967742486e-01,-1.023514112903225204e+01,7.950135967741935872e-01,3.659584112903224162e-01,-2.460791129032258509e-02,-3.499538709677416180e-03,3.431835483870968040e-02,5.960641129032256957e-01,2.611429838709678486e-01,-3.742142741935483574e-01,-9.423291935483870674e+00,-1.400636556451613002e+00,-2.585110717741934572e+00,1.018624274193548063e-01,6.402296451612903005e-02,3.706996774193547367e-02,4.628264516129034778e-01,-2.501906935483871330e-01,5.133443548387097710e-01,4.636998710028615633e+00,1.291520994502775688e+00,4.249707677885593560e-01,1.041557089856657847e-01,2.781014745406708288e-02,4.265292716942734735e-02,4.327695151404786170e-04,1.378068067247658702e-03,1.701016177057426519e-03,5.365105330053981270e+00,1.132203431422346585e+00,6.427270388957009306e-01,1.320446730139567815e-01,5.421592644299853131e-02,1.137216380076140620e-01,5.866881279071278462e-04,2.829507275825963834e-03,5.401983845148280528e-04,5.249949729544096222e+00,8.014879889305921434e-01,1.192734525170030979e+00,1.645188994863012455e-01,8.632746698255812368e-02,1.797551651405179252e-01,4.955593942247660212e-04,4.195855761966699551e-04,2.005884040132414198e-03,9.572787380647115540e+00,1.068312534518791779e+01,3.278160645272548912e+00,1.003770531229096763e+00,1.006388630388955485e-01,5.384876170099225368e-01,8.980306564711243878e-04,3.539637080757804949e-03,7.801854873764307429e-04,6.628454047354320089e+00,1.072492035366071583e+01,5.060022992733617109e+00,8.819893901511479672e-01,1.398334229166838805e-01,5.912899730930631925e-01,3.601838482570240280e-03,9.919465740631891459e-03,2.356617927809573614e-03,6.000000000000000000e+00
9.627273387096771273e+00,-5.384330645161289342e-01,2.697977975806450379e-01,5.219602419354838624e-02,1.334569032258065870e-02,2.264648387096774435e-02,-6.118322580645161324e-01,-4.194850806451613789e-01,1.074623306451612942e-01,8.832793548387092741e+00,3.604480645161291186e+00,1.446071193548387646e+00,2.981097580645162073e-02,-4.062232822580637975e-03,1.948432822580645207e-02,-5.372188709677417906e-01,-3.176595967741935866e-01,4.100347580645160583e-01,9.519459677419352062e+00,-1.086245717741935568e+00,1.976329516129032626e+00,-2.563967741935483172e-02,-3.117620967741944072e-03,-1.060466129032258849e-02,-5.852125806451613510e-01,-4.052637903225805305e-01,-1.772222580645160528e-01,-9.762039516129032535e+00,9.818481838709673948e-01,5.671826693548386311e-01,8.085916935483869472e-02,4.416503225806452104e-02,-5.584716129032260556e-02,5.957900000000000418e-01,2.186395080645161804e-01,-3.789025000000003085e-01,-9.558865322580647472e+00,-1.383224338709677648e+00,-2.188182790322581006e+00,-6.296421774193547427e-02,-6.801787177419355013e-02,-3.971637096774163420e-03,4.609539516129033121e-01,-2.532643870967742350e-01,5.377247580645160285e-01,6.731957737436914613e+00,1.774118911664238185e+00,4.509583829125655696e-01,1.360498202886042951e-01,2.979506920379167492e-02,6.043737103050778048e-02,7.877758400624346527e-04,1.282114484670915161e-03,1.353591761914867478e-03,7.738484156571280081e+00,1.140984952851196610e+00,8.116252901818976628e-01,1.660069864921848992e-01,7.058748593171243479e-02,1.120139009271736569e-01,1.048954729370447881e-03,2.984994657095474749e-03,6.366602539737254525e-04,9.366783058857954813e+00,6.180029810376703736e-01,1.648792382830410075e+00,1.870044870697185058e-01,1.101243406228966798e-01,1.265216649388691272e-01,6.618497885015608637e-04,3.143222057947450319e-04,1.601348725546306029e-03,1.087366871303525073e+01,9.818733850664955298e+00,4.124566765675688806e+00,1.212551438175076823e+00,1.480384567455150513e-01,3.850582527745061157e-01,2.675710032258065882e-04,2.522851725185418226e-03,3.264114542338710867e-04,1.163769735984586440e+01,1.089106401372964328e+01,4.549339471008615909e+00,4.249251373352994632e-01,1.994498131959788201e-01,5.134738076935216888e-01,5.885455609384755704e-03,4.379318853253378642e-03,1.021043813651144631e-03,6.000000000000000000e+00
9.707286290322583611e+00,-6.987268951612902734e-01,2.118771451612902479e-01,-4.811365322580645615e-02,5.877691935483871782e-02,-5.347759274193548962e-02,-5.277549193548385364e-01,-6.195521774193550879e-01,1.989022741935484173e-01,9.070503225806451297e+00,3.509831854838710630e+00,1.081919588709677305e+00,-3.324561411290320734e-02,-5.208152419354843132e-03,-1.500000806451605179e-03,-4.425776612903223883e-01,-2.656016056451612761e-01,6.607521774193551023e-01,9.723408064516132043e+00,-9.177895951612906611e-01,1.933369193548387210e+00,3.774973387096774990e-02,-5.954268548387099159e-03,-2.815104032258064146e-02,-5.079337096774192428e-01,-6.167549193548390596e-01,-2.159254274193548873e-01,-9.827901612903229278e+00,8.844724919354838288e-01,4.725040241935484775e-01,5.715333870967741897e-02,-2.048087903225807860e-02,7.999633870967742810e-02,5.248240322580642880e-01,3.488942741935484038e-01,-5.584192741935484205e-01,-9.936139516129030014e+00,-6.288493629032256838e-01,-9.137566854838709007e-01,6.370007258064515343e-02,2.576759677419355674e-02,-6.218943548387090292e-03,4.193441935483869787e-01,-5.313199193548386878e-01,5.090305645161291581e-01,1.012118239892494920e+01,1.726042575542062529e+00,6.743836536528502457e-01,2.455811677315491159e-01,4.064218841750960598e-02,7.932029468623127966e-02,2.056781304025753938e-03,2.523094181549166790e-03,5.063272545182884686e-03,1.031468021708637295e+01,1.286741927150590881e+00,1.076132794556452055e+00,2.936089856079729943e-01,1.059644995546253216e-01,1.427880654874856270e-01,2.051614690498179683e-03,1.190223216786552921e-02,8.666519928394898417e-04,1.116378205896721987e+01,9.918583252364719938e-01,1.865025923126769181e+00,3.624148809751792100e-01,1.371310759352686315e-01,1.686165971593775181e-01,2.429865760431841864e-03,4.289324024128511755e-04,5.186190793422150273e-03,1.683805110435223540e+01,1.443635670319319431e+01,4.089156964741957445e+00,1.071721966820176064e+00,2.146852271893966158e-01,5.241389211603371123e-01,1.368245456321540371e-03,3.523849571247396947e-03,1.515765863182882024e-03,1.027681008722879596e+01,1.229206776434637760e+01,2.495110364066797093e+00,3.355008280363092066e-01,7.075309793378901924e-02,5.277883121558434310e-01,5.665314287252863276e-03,4.103152608864464590e-03,2.912351637584547313e-03,6.000000000000000000e+00
9.701286290322581607e+00,-9.704181935483867649e-01,4.396552177419356111e-01,-4.821024193548496058e-04,4.446307822580645303e-02,1.916567822580646577e-02,-6.259316129032258536e-01,-5.929941935483872273e-01,1.854289838709677340e-01,8.823453225806451528e+00,3.578447580645160553e+00,1.321802153225805965e+00,4.729462096774193942e-03,7.693645161290328140e-03,-5.277306451612905763e-03,-5.134037096774191067e-01,-3.344911290322580832e-01,6.007266129032254875e-01,9.542040322580650269e+00,-1.201006854838709170e+00,1.732275887096774936e+00,-6.576405645161290114e-02,-4.486547580645166948e-03,3.299379032258068899e-03,-6.001920967741934954e-01,-5.785682258064519523e-01,-2.394609677419353988e-01,-9.955515322580646753e+00,7.130650322580645017e-01,2.526636580645159613e-01,-1.118983870967732441e-03,1.590507903225805639e-02,-9.540000000000001257e-02,6.055771774193550172e-01,2.936819354838709484e-01,-5.315013709677421927e-01,-9.847815322580643738e+00,-7.555170161290319930e-01,-7.414947741935483672e-01,-2.247701612903225260e-02,-5.713572580645161388e-03,-5.827917741935483009e-02,5.187504838709676713e-01,-4.198665322580647508e-01,5.295422580645159361e-01,6.955541929731398731e+00,1.472739555829398084e+00,4.547543965673316868e-01,2.300770727475548449e-01,2.755284151702687423e-02,5.245098564754008263e-02,1.103296932882414033e-03,1.875900674349636468e-03,2.523319692741674784e-03,6.782800123134755665e+00,9.248967839457603590e-01,7.634220379650166199e-01,1.391326128836098408e-01,6.837418116651926281e-02,5.786484795427707106e-02,1.151389576560873972e-03,3.933495539047869236e-03,4.519715998178980005e-04,8.063565723857960776e+00,4.440826306909142485e-01,9.541942323645358215e-01,2.685018377094080533e-01,4.744523316538087204e-02,1.148300421134611782e-01,1.153110016571279447e-03,4.225510742715922539e-04,3.470186155515087890e-03,1.053626720000715089e+01,1.083514413825520961e+01,6.348681049524673270e+00,1.105982911244709932e+00,1.554711160098586342e-01,3.767175834517739741e-01,4.176304057427158447e-04,3.087543799479709316e-03,1.427541902152705457e-03,1.047884257742650149e+01,9.956744766801584490e+00,1.809458785276288229e+00,3.096260049166449368e-01,6.307017117880925339e-02,6.312857661546132926e-01,3.954263567507806769e-03,3.875393916200569385e-03,1.215397214255983620e-03,6.000000000000000000e+00
9.897645161290322235e+00,-7.969818064516133171e-01,5.452288870967740841e-01,1.383124999999999459e-02,3.109091935483869473e-02,-1.480375483870967693e-02,-5.832437096774193419e-01,-4.862406451612902858e-01,2.018891129032256981e-01,8.998397580645162819e+00,3.649809677419355580e+00,1.351360854838709491e+00,6.746201612903197226e-03,-7.015174999999997628e-03,1.405794354838709945e-02,-4.668672580645162884e-01,-2.371083064516129046e-01,5.097660483870969372e-01,9.483995967741936539e+00,-9.619629354838706847e-01,1.925430967741935673e+00,5.435333548387095287e-02,-4.853116612903227503e-03,-1.177397580645114648e-04,-5.770807258064513112e-01,-4.894536290322581418e-01,-1.482314758064516569e-01,-9.804859677419356601e+00,6.737478629032259692e-01,5.132392741935484226e-01,6.489387096774198137e-03,2.028873387096774561e-02,3.678145161290322790e-02,5.769477419354839265e-01,2.884482258064516302e-01,-3.923287903225807782e-01,-9.813144354838707173e+00,-8.704807741935484122e-01,-7.903625572580642578e-01,-1.764206129032257556e-02,-1.620748467741935789e-02,5.346524193548377914e-03,4.565651612903226519e-01,-3.630683870967742477e-01,3.920275806451612444e-01,6.627033076024973823e+00,1.290336717725639737e+00,4.859499715650033580e-01,1.990839458830584163e-01,3.527405910036445630e-02,4.890140790549279276e-02,1.265909378173776974e-03,3.566984606035379472e-03,1.591643819374349844e-03,6.512286717010274728e+00,6.833313394224767023e-01,6.202621579744794778e-01,1.033842376449513184e-01,6.312554963194592916e-02,7.048907178753716085e-02,1.382298642481789679e-03,3.368278559228667438e-03,3.117929833578303358e-03,6.463936303290189755e+00,5.690165349149309826e-01,5.621258055490633287e-01,1.989765466008170391e-01,2.780106051012534024e-02,9.911024909371222991e-02,7.695053486667537525e-04,1.461703090862382899e-03,3.210699778426833861e-03,1.151014929998699365e+01,9.082604460383777223e+00,4.879510678676552971e+00,1.057439748704172677e+00,1.440854840364050593e-01,5.018136823243929401e-01,2.869738029656605338e-04,2.835714595239333981e-03,2.499586021923777719e-03,7.984676345371358508e+00,9.709411986475080525e+00,2.175325696897071559e+00,2.329880695033105520e-01,8.212599540485260308e-02,4.867265275136526403e-01,2.427658721748177789e-03,2.170403405463059831e-03,3.894321773178980976e-03,6.000000000000000000e+00
9.727329032258065666e+00,-1.024549443548386618e+00,3.552414999999999878e-01,-4.091020161290321450e-02,5.405713709677418405e-02,-2.517348387096773887e-02,-5.171018548387097402e-01,-3.509271774193547522e-01,2.158129032258065683e-01,9.109641935483873354e+00,3.448587096774193395e+00,1.327612991935483988e+00,-5.124825806451614729e-02,-3.350269359677419262e-02,-6.194246774193576041e-03,-4.584431451612901443e-01,-1.288024596774192954e-01,3.710799999999999654e-01,9.537031451612904220e+00,-1.014467096774193333e+00,1.693153000000000130e+00,-3.149487096774192946e-02,2.946565177419355197e-02,-2.786479516129033648e-02,-5.228029838709679078e-01,-3.648387903225807638e-01,-8.530430967741933768e-02,-1.013501451612903104e+01,2.400580645161291271e-01,3.369913467741934565e-01,-4.013621774193546626e-02,-3.922579048387097450e-02,4.515387096774189923e-02,5.320732258064515552e-01,2.815484677419354265e-01,-2.493953064516129525e-01,-9.862110483870958788e+00,-3.635969838709675606e-01,-8.487278629032257715e-01,1.953947580645160401e-02,5.553665322580648989e-02,-1.413218548387097304e-02,4.526522580645159222e-01,-3.052492741935484699e-01,2.661237903225806556e-01,8.600818611899066823e+00,1.553112720161633931e+00,1.078050622166846884e+00,1.928397472448867001e-01,5.010277880819893198e-02,7.333806036631426717e-02,5.177465457531219744e-04,1.796403471871748075e-03,1.475728372216441415e-03,8.998668597112384759e+00,1.556712299672215805e+00,1.155744660224605092e+00,2.212159226408849932e-01,7.932192910891348869e-02,2.210724461942387697e-01,8.195129860757024249e-04,3.231990048345148754e-03,6.757074887096770023e-04,8.254262671833375364e+00,1.147736982251248650e+00,9.431961479131936166e-01,3.994662765001930071e-01,1.595337313790922695e-01,2.487045638661254943e-01,1.066195761257805307e-03,1.519838684827003617e-03,2.274540658137487893e-03,1.482059690430539867e+01,1.643468228991213564e+01,5.775158799904697382e+00,1.707759374562219490e+00,1.646095993121418355e-01,6.483993292601768488e-01,1.040207850884494831e-03,4.223256762974767452e-03,4.951864411422210802e-03,9.707587326099767822e+00,2.175856925218247895e+01,2.912189916162247538e+00,6.369997003022013216e-01,1.148739355056458966e-01,7.765357908089897121e-01,3.140974773933403411e-03,4.730777505118363181e-03,9.284221783753901242e-04,6.000000000000000000e+00
